Number;Text;Flag
1150690;Choose a stall style from the list below to see a preview. Once you preview and confirm your choice, the encampment will be erected in your stall and your hired broker will arrive to operate it.;Original
1150691;In order to fire your broker, you must empty its inventory, withdraw all funds, and remove any of your personal items from the broker and stall. When ready, return to this menu selection to confirm.;Original
1150692;This option will release your hired broker from service and vacate your stall. You will then be able to hire a different broker. Click the CONFIRM button below if you wish to clear out your stall.;Original
1150693;In order to abandon your lease, your stall must be empty. To clear out your stall, you must first retrieve all inventory, funds, and personal items from your broker and the stall area, then choose the Fire Broker option to release the broker. Once the stall is cleared, return to this menu to confirm the abandonment of your lease.;Original
1150694;By clicking the CONFIRM button below, you will abandon your lease on this stall and receive no refund of your lease payment. A new lease on this stall will be auctioned within 12 hours.;Original
1150695;CONFIRM;Original
1150696;The selected style is now being previewed in the stall. To use this style, click the CONFIRM button below. Click the CHOOSE OTHER STYLE button to return to the list.<BR><BR>This preview lasts for one minute. You may close this window and examine the stall, then return to this menu page to either select another style or confirm your choice.;Original
1150697;CHOOSE OTHER STYLE;Original
1150698;You need empty metal kegs to craft that;Original
1150699;You need heating stands to craft that.;Original
1150700;You need copper wire to craft that.;Original
1150701;STYLE 1;Original
1150702;STYLE 2;Original
1150703;STYLE 3;Original
1150704;You create a new backpack to this creature.;Original
1150705;You put the item into the creature's pack.;Original
1150706;<CENTER>Liquor Labeling Tool</CENTER>;Original
1150707;Select a player made liquor to label.;Original
1150708;You carefully remove the label from the liquor.;Original
1150709;The liquor was not labeled.;Original
1150710;You labled the liquor.;Original
1150711;The selected item is not accessible to label.;Original
1150712;The labeling attempt failed.;Original
1150713;You can not access the labeling tool.;Original
1150714;You can only label player made liquors.;Original
1150715;The labeling attempt failed.;Original
1150716;Your broker has set up shop. Double-click the broker NPC to work with your new shop.;Original
1150717;Liquor Labeling Tool;Original
1150718;Labeled: ~1_MESSAGE~;Original
1150719;Strong Whiskey;Original
1150720;Strong Bourbon;Original
1150721;Strong Spirytus;Original
1150722;Strong Cassis;Original
1150723;Strong Melon Liqueur;Original
1150724;Strong Mist;Original
1150725;Strong Akvavit;Original
1150726;Strong Arak;Original
1150727;Strong Corn Whiskey;Original
1150728;Strong Brandy;Original
1150729;Standard Distillation;Original
1150730;Double Distillation;Original
1150731;Mark Distiller Name;Original
1150732;Do Not Mark;Original
1150733;~1_NAME~ : ~2_NUMBER~;Original
1150734;Please enter the text with which you wish to label the liquor that you will distill. You many enter up to 15 characters. Leave the text area blank to remove any existing text.;Original
1150735;<center>Ingredients of ~1_NAME~</center>;Original
1150736;Wheat Based;Original
1150737;Water Based;Original
1150738;empty metal keg;Original
1150739;You are already distilling.;Original
1150740;You have chosen the yeast.;Original
1150741;That is not yeast.;Original
1150742;You have already chosen other yeast.;Original
1150743;You no longer choose this yeast.;Original
1150744;An unknown error has occurred. Please choose yeast again.;Original
1150745;You have failed your distillation attempt and ingredients have been lost.;Original
1150746;You succeed at your first distillation attempt, but fail the extra attempt.;Original
1150747;You don't have enough ingredients.;Original
1150748;Label :;Original
1150749;That's a waste! It's yours!;Original
1150750;Oh...it's bad manners!;Original
1150751;He already has a drink.;Original
1150752;I missed!;Original
1150753;The bottle thrown by ~1_NAME~ has hit my head and liquid in the bottle has spilled out!;Original
1150754;No thank you!;Original
1150755;Sweet!;Original
1150756;Hey baby. It's on me!;Original
1150757;Hi, handsome. It's on me!;Original
1150758;Thanks girl!;Original
1150759;It's on me!;Original
1150760;Wow!;Original
1150761;You have received a drink from ~1_NAME~!;Original
1150762;You don't have enough empty bottles to make that item.;Original
1150763;You don't have enough empty wooden kegs to make that item.;Original
1150764;You don't have enough barrel lids to make that item.;Original
1150765;You don't have enough barrel taps to make that item.;Original
1150766;His hands are full now!;Original
1150767;Her hands are full now!;Original
1150768;She already has a drink;Original
1150769;treat from ~1_NAME~;Original
1150770;<center>Distillery Options</center>;Original
1150771;Execute Distillation;Original
1150772;You succeed at your distillation attempt.;Original
1150773;You must upgrade your account with the Rustic Theme Pack in order to place these tiles. The UO Online Game Store can be found at http://www.uogamecodes.com/;Original
1150774;You must upgrade your account with the Gothic Theme Pack in order to place these tiles. The UO Online Game Store can be found at http://www.uogamecodes.com/;Original
1150775;Shop names are limited to 40 characters in length. Shop names must pass an obscenity filter check. The text you have entered is not valid.;Original
1150776;You have entered an invalid numeric value. Negative values are not allowed. Trade quantities are limited to 60,000 per transaction.;Original
1150777;That pet cannot be traded by an animal broker.;Original
1150778;~1_name~ : None Selected;Original
1150779;~1_name~ : Selected;Original
1150780;No thank you!;Original
1150781;Oh, that's too bad.;Original
1150782;It's on me!;Original
1150783;He refused a drink already.;Original
1150784;She refused a drink already.;Original
1150785;You cannot transfer pets to your stables at this time because you do not have any free stable slots.;Original
1150786;~1_name~ makes a head shot!;Original
1150787;~1_name~ hits the heart location!;Original
1150788;~1_name~ hits the body.;Original
1150789;~1_name~ hits a limb.;Original
1150790;Your account lacks the entitlement required to use this.;Original
1150791;You must have the Rustic theme pack or the Gothic theme pack to use this feature.;Original
1150792;Minimum bid 1,000gp. Bids are rounded down to nearest 1,000gp (1,999gp becomes 1,000gp).;Original
1150793;In order to fire your broker, you must retrieve all your inventory and withdraw all funds from its account. Once your broker's inventory is empty and its account balance is zero, return to the MY STALL LEASE menu and try again.;Original
1150794;Your broker has packed up shop and your stall is now empty. You may now hire another broker or abandon your lease.;Original
1150795;If you choose to abandon your lease, you will not receive a refund of any fees paid. The stall will be re-auctioned for a new lease within 12 hours. Note that you may choose to bid for a new lease on a different stall without abandoning your current lease.<br><br>If you are certain you wish to abandon your stall lease, click the CONFIRM button below.;Original
1150796;If you choose to abandon your lease, you will not receive a refund of any fees paid. The stall will be re-auctioned for a new lease within 12 hours. Note that you may choose to bid for a new lease on a different stall without abandoning your current lease.<br><br>You may not abandon your lease at this time because you have a hired broker working in the stall. To abandon your lease, fire your broker and return here to try again.;Original
1150797;You have abandoned your lease on this stall. This still is no longer under your control. It will be auctioned for a new lease within 12 hours.;Original
1150798;You may not trade a dead pet.;Original
1150799;You can only toss bottles.;Original
1150800;You cannot toss it to a player in the heat of combat!;Original
1150801;This liquor type requires time to<br>mature;Original
1150802;You realize that the liquor is on the process of maturation so you leave it alone.;Original
1150803;You begin to take off your clothing.;Original
1150804;matured: ~1_NAME~;Original
1150805;start date: ~1_NAME~;Original
1150806;You need to wait until the liquor in the barrel has matured.;Original
1150807;liquor barrel;Original
1150808;This barrel is for distilling.;Original
1150809;Please select the liquor type which you want to make.;Original
1150810;Target an empty liquor barrel in your backpack. If you don't have one already, you can use the Carpentry skill to make one.;Original
1150811;This liquor barrel already contains liquor.;Original
1150812;maturing: ~1_NAME~;Original
1150813;Remaining Time: about ~1_HOURS~ hour(s);Original
1150814;Remaining Time: about ~1_DAYS~ day(s) ~2_HOURS~ hour(s);Original
1150815;You have poured matured liquid into the bottle.;Original
1150816;empty liquor barrel;Original
1150817;I am getting very sleepy...;Original
1150818;You have woken up feeling groggy...;Original
1150819;Zzzzzzzzz....;Original
1150820;I'm free!;Original
1150821;It's hot in here...;Original
1150822;Hey everyone. Listen to my song!;Original
1150823;~1_NAME~ begins to sing ~2_SONGNAME~;Original
1150824;You are going to be sick...;Original
1150825;...I'm not wasted...;Original
1150826;...I'm not wasted...;Original
1150827;The broker is not able to store any more of that item.;Original
1150828;You have poured liquor into the bottle.;Original
1150829;Remaining Time: within 1 hour;Original
1150844;Collected Items;Original
1150845;Missing Items;Original
1150852;You do not have a complete set of the items to combine.;Original
1150853;A set of items in your backpack or in a sub-container has been combined.;Original
1150854;You have a full set of items to combine, but you do not have sufficient room in your backpack to combine them. Please free up some space and try again.;Original
1150855;DOWN;Original
1150856;UP;Original
1150859;You have waited too long to make your selection, your distillation attempt has timed out.;Original
1150860;You are attempting to distill again. All of your distillation options have been reset.;Original
1150861;Charybdis have never been seen in these waters, try somewhere else.;Original
1150864;You fill the lamp with oil.;Original
1150866;empty oil flask;Original
1150867;Click the button next to the commodity to select it. Enter the amount to withdraw in the entry field below, and click the WITHDRAW button to receive your items.;Original
1150868;A strong magical energy prevents the creature from responding.;Original
1150870;Your spiritualism skill must be higher.;Modified
1150872;Parrots can only be placed on Parrot Perches on ships where you are at least the captain.;Original
1150873;CUSTOMIZE APPEARANCE;Original
1150874;The broker had some items equipped. ~1_COUNT~ of these items have been transferred to your backpack.;Original
1150875;Your backpack could not hold ~1_COUNT~ items. These are still in storage. Please free up space in your backpack and return here to claim those items.;Original
1150876;Broker Name:;Original
1150877;RELOCATE BROKER;Original
1150878;To relocate your broker, you must stand on the encampment at the location the broker will move to before clicking the MOVE BROKER button.;Original
1150880;Your broker has been relocated to the place where you stand.;Original
1150881;Your have changed the broker's name.;Original
1150891;By order of the newly crowned Queen Zhah, the Great Library will be rebuilt in the Royal City. The Athenaeum Isle has been deemed dangerous territory. All salvageable items from the fallen library on the Isle will be secured and transferred to the Royal City.;Original
1150892;Prugyilonus;Original
1150893;King Trajalem;Original
1150894;No one alive can remember when the tendrils of darkness first turned their grasp to the beauty of Ter Mur. For as long as our history exists, we have been locked in battle with the Void.;Original
1150895;Looming over us like impending death, the darkness seeks to swallow our kingdom and take us into the dark. Do not stare into the darkness, for it will;Original
1150896;swallow you. Do not fool yourself that you can challenge it;Modified
1150897;RECYCLE ME;Original
1150898;Zhah;Original
1150899;A shining light has left the lands;Modified
1150900;May she be remembered as the strong, holy, and beloved mother that she was, and may her soul know peace.<br><br><br> - Zhah, High Broodmother of the Isle;Original
1150901;I am the Gargoyle Queen.  Even now, a thousand years later, it feels so strange to write these words.  It has been a long, hard road, paved with failure, success, and great loss. But I do;Original
1150902;Greetings, adventurer. <br><br>	As you know, my people have suffered the incessant onslaught of the Void and its minions for as long as Gargish history exists. Protecting Ter Mur from the darkness, and its desire to consume the land completely, is a burden passed down from one ruler to another upon ascension to the throne.  During my rule, I have been more successful than my predecessors but, now, I fear that the greatest evil both myself and my people have ever faced is about to return.<br><br>	Long ago, Ter Mur was assaulted by the most formidable and horrid servant of the Void it had ever faced. Called Scelestus the Defiler, this daemon proved invincible to any weapon or spell that was utilized against him. I was unable to defeat him and was forced to imprison him instead. Sadly, my own daughter was caught in the spell and stands imprisoned next to the daemon. It has been this way for a thousand years now.<br><br>	I have received word that the isle which houses the daemon, Athenaeum Isle, is once again swarming with daemons. Based on the description provided to me, I believe these are the minions of the Defiler himself. They have no doubt crawled out of the dark in anticipation of their master’s return. In truth, the prison I placed him within will not last forever.<br><br>	I ask that you journey to the southwestern flight tower, adventurer, and head further southwest towards the shore. Near the water's edge, you will find an ancient teleport site which will transport you to the isle. Once there, please slay as many of these monsters as you can. Additionally, please keep your eye out for any documents that you may discover. This isle was the former home of our Great Library and, when it fell, not all of the documents and books were able to be taken to the new location here in the Royal City.<br><br>	Slay the beasts and return to me any documents that you acquire.<br><br>	Be careful, and go with honor.;Original
1150903;You have returned! I cannot thank you enough for the service you have done me, adventurer. <br><br>	The documents that you have retrieved may seem unimportant to you, as they are naught but random letters and doctrines. But they each represent an echo of the past, musings of our ancestors. I had always meant to return to the former library and retrieve all that I could, but I had thought they were safe, gathering dust in the ruins. I will immediately have these cleaned and placed in the Great Library here in the Royal City.<br><br>	As thanks, I offer you this book. It is the chronicle of my life, of the arrival of the Defiler, and a history of my people. In hopes that you will be granted further understanding of the impending danger we suffer, I offer it to you as a gesture of friendship and goodwill.<br><br>	Thank you again, on behalf of the Gargoyle people. I may have need of your assistance at another time, should you be willing to come to my aid again.<br><br>	Until then, farewell.;Original
1150904;The Challenge Rite;Original
1150905;Athenaeum Decree;Original
1150906;A Letter from the King;Original
1150907;On the Void;Original
1150908;Shilaxrinar's Memorial;Original
1150909;To the High Scholar;Original
1150910;To the High Broodmother;Original
1150911;Reply to the High Scholar;Original
1150912;Access to the Isle;Original
1150913;In Memory;Original
1150914;Chronicle of the Gargoyle Queen Vol. I;Original
1150915;<br>In accordance with Gargish law, the rite of Challenge is open to all warrior males who wish to issue a challenge to the King.;Original
1150916;A male wishing to issue challenge must make their desire known to the King formally during the introduction ceremony at the Challenge ring. The King must accept all challenges.;Original
1150917;Once all Challenges are issued, the arbiter of the rite will announce the commencement of battle. Battle must adhere to the following rules of honor:;Original
1150918;1. Weapons are not allowed;Modified
1150919;2. The first opponent knocked to the ground must admit defeat and withdraw from the Challenge.;Original
1150920;3. If the King falls before all challengers are defeated, the warrior that defeated him must defeat the other challengers in order to prove themselves the true successor.;Original
1150921;4. The warrior that defeats all challengers will be declared King.;Original
1150922;5. If all challengers are defeated by the current King, he has secured his rule until the next Challenge rite is allowable.;Original
1150923;To Her Honor the High Broodmother, Lady Zhah from his majesty, King Trajalem:<br><br>	High Broodmother, I have received your latest petition regarding your desires and I once again must remind you that I have absolutely no interest;Original
1150924;in altering tradition or granting you the freedom from the slavery you have deluded yourself into believing makes up your life.<br><br>Please remember that your office may be stripped by me if you are deemed unfit to lead the other;Original
1150925;Broodmothers. Be happy with your place and do not forget it;Modified
1150926;RECYCLE ME;Original
1150927;RECYCLE ME;Original
1150928;Gargish Document - ~1_NAME~;Original
1150929;Journey to the Athenaeum Isle;Original
1150930;Understood. Perhaps you are not as brave as I initially thought. Be on your way, then.;Original
1150931;You have returned. Did you manage to slay the beasts and obtain any documents that may be of interest?;Original
1150932;Hail, adventurer! I require your aid, should you be willing to assist me.;Original
1150933;Obtain Gargish Document - Challenge Rite;Original
1150934;Obtain Gargish Document - Athenaeum Decree;Original
1150935;Obtain Gargish Document - Letter from the King;Original
1150936;Obtain Gargish Document - On the Void;Original
1150937;Obtain Gargish Document - Shilaxrinar's Memorial;Original
1150938;Obtain Gargish Document - To the High Scholar;Original
1150939;Obtain Gargish Document - To the High Broodmother;Original
1150940;Obtain Gargish Document - Reply to the High Scholar;Original
1150941;Obtain Gargish Document - Access to the Isle;Original
1150942;Obtain Gargish Document - In Memory;Original
1150943;not regret the choices I have made, nor do I regret accepting the responsibility bestowed upon me.  I have decided to chronicle the events of my life that led up to my ascension to;Original
1150944;the throne.  Let history judge me as it will, but let it be by my own words.;Original
1150945;Entry I - The Beginning;Original
1150946;A thousand years ago, Gargish life was vastly different than the enlightened society we are today.  Controlled by an ancient system of tradition and caste, our lives were;Original
1150947;dictated based on customs established since time remembered.  As a female, I was considered lesser than a male. In Gargish society, males were deemed;Original
1150948;superior;Modified
1150949;Wingless Ones.  As a Broodmother, you had only one purpose:  to create children.  The creation of children was accomplished by channeling your very life force and weaving;Original
1150950;it, manifesting it into eggs. In one birthing rite, a single Broodmother could produce anywhere from ten to twenty five Wingless Ones.  Usually, all children created were to be;Original
1150951;male (you can designate the gender during your weaving);Modified
1150952;The birthing ritual was conducted and overseen by the High Broodmother;Modified
1150953;This duty was sacred but it was also finite;Modified
1150954;At this point, she steps down as High Broodmother.  After five hundred years, my predecessor, Shilaxrinar could no longer perform and named me her successor.;Original
1150955;Though all the other Mothers were envious, I was not happy to obtain this respected position;Modified
1150956;Ever since I could remember, I had chafed at the fact that females were treated as nothing but glorified slaves.  Forced to birth until our magical power was destroyed or to;Original
1150957;be nursemaids, I vehemently disagreed with these traditions and longed to bring about change.  With my ascension to High Broodmother, I had hoped to use the;Original
1150958;respect of the title to gain the ear of the king and perhaps bring about the change I so desperately wanted…but I was a fool.;Original
1150959;Entry II - The Hubris of Kings;Original
1150960;The paragon of Gargish tradition, our King had absolutely no desire to hear my thoughts and desires.  He told me that, if the Void was finally destroyed, perhaps then we could discuss;Original
1150961;breaking tradition and granting more freedom to the females of our race. When I countered that perhaps allowing only males to fight the Void was the reason we had yet to;Original
1150962;win, he flew into a furious rage and reminded me to remember my place.  I asked him how could I possibly forget my place when it was so small in the world and I was naught but;Original
1150963;a glorified slave and prisoner? The King silenced me with a wave of his hand and advised me to go back to the Breeding Grounds, never troubling him with my ‘foolish notions’;Original
1150964;again.  Bitter, I did as he asked, and bided my time until a new King was chosen.  Gargish rulers did not last long, you see. It was believed that the king must be the strongest of all;Original
1150965;warriors, able to best any opposition. Thus, to ensure that we were consistently ruled by the best of the best, each year the Challenge Rite was conducted. During this rite, any;Original
1150966;male who wished to challenge the current king was allowed to do so through an official session of trials by combat. Through these trials, if the current king was defeated, the;Original
1150967;new champion of the people would ascend to the throne. It was a brutal selection process, and provided constant changes to the throne of Ter Mur. With this knowledge, I bided;Original
1150968;my time, anxiously awaiting the next king’s selection.;Original
1150969;Entry III - The Beginning of the End;Original
1150970;One hundred years and countless kings later, nothing had changed. Each time a new King ascended through the Challenge, I attempted to win him over to my cause and;Original
1150971;listen to my desires to allow my sisters and I more freedom, to aid in the battle against the Void.  Each request was refused adamantly and vehemently, the response being that;Original
1150972;our entire society was based on these traditions and females have no purpose in life other than to heal and make children. . No matter how hard I tried, I was a female;Original
1150973;and, in the eyes of the males, lesser than they.  I bitterly resigned myself to my fate and admitted that I would never be granted the life that I wanted. I over saw countless birthing;Original
1150974;rites, watching my power flow out of me again and again, cursing it each time. Outside of our walls, the Void continued to swallow our land, tearing it apart at the seams.;Original
1150975;RECYCLE ME!!!;Original
1150976;Entry IV - The Fall of the Old Regime;Original
1150977;The Void had always been a formidable enemy. Shapeless, unpredictable and primal, its attacks held no tactics or system.  But, that year, everything changed. For the first;Original
1150978;time, the Void was organized. Out of the darkness, a daemon general like no other arose, rallying the seemingly mindless, destructive beasts that plagued our land into a single and;Original
1150979;brutal force. In just a few short months, more of our kingdom had been taken by the Void than ever before, and Scelestus the Defiler had proven to be impossible to destroy.;Original
1150980;Unlike the other creatures of the Void, Scelestus was immune to all magical and physical attacks used against him. No matter what they tried, our warriors could not manage to;Original
1150981;harm the monster, and that was if they were even able to get close to him. Scelestus controlled a seemingly endless army of his own personal minions;Modified
1150982;monsters whose breath was lethal poison.  Desperate, our king went against the advise of his councilors and rode out in battle amidst his personal guard. Honed and war-;Original
1150983;forged, the King’s guards were the fiercest warriors in the kingdom.  Leading the army himself, the King met Scelestus on the battlefield, determined to annihilate the beast.;Original
1150984;It was in that moment the history of Ter Mur was completely rewritten.Trajalem, the current king, was defeated in battle by the Defiler, along with all of his guards.  The Defiler felled;Original
1150985;them as if they were Wingless Ones, slaughtering them mercilessly. Thus, Ter Mur was without a leader.  The Royal City fell into political chaos and infighting as the councilors all;Original
1150986;fought over who should ascend to the throne and lead the people. It was then that Naxatilor the Seer, who had been the previous king’s closest advisor, came to me and told me of;Original
1150987;his plan, which would change my life forever.;Original
1150988;The Seer is the one who brought the news of the king’s death to me, and of the Defiler.  As my Broodmothers and I listened, terror in our hearts, he explained how the Defiler had;Original
1150989;proven invincible and that he feared, if something was not done, Ter Mur would fall to the void.  Naxatilor then proceeded to explain that he had been studying the Void for;Original
1150990;generations, and testing out different theories as to how it could be attacked and, one day, defeated.  He had come to the conclusion that the key to overpowering;Original
1150991;the darkness was in wielding its anathema against it: creation. The Void is the personification of destruction and annihilation;Modified
1150992;as its polar opposite, may prove to be an extremely potent .  Creation magic…the very magic that we Broodmothers used to create eggs.  The Seer had come to us because he wanted to;Modified
1150993;train us to wield that magic as a weapon….and fight against the Void.   The mothers were hesitant to accept as quickly as I, with the exception of one…my daughter, Rhista.;Modified
1150994;Shortly after I had given up petitioning the various kings, I found solace in creating a child of my very own, outside of the birthing rite. As High Broodmother, I was allowed to make;Original
1150995;an exception and create a child of my own, on the auspice of naming my successor.  I had woven Rhista in a private ritual, with her being the only child I created. She;Original
1150996;had grown into a beautiful and honorable gargoyle woman, and reminded me so much of myself.  It was she that raised her voice to the other Broodmothers in;Original
1150997;unison with mine, inspiring them to accept Naxatilor’s offer of training on behalf of our people.Thus, our training began.;Original
1150998;Entry V - From Broodmother to Warrior;Original
1150999;Naxatilor put us through the most intense and demanding training that any of us had ever experienced. He ran us into the ground, a relentless and unforgiving;Modified
1151000;trainer.  But we did not complain;Modified
1151001;City and informed us that there was no more time.  Thus, for the first time in our life, we stepped foot off of Athenaeum Isle. Opening a portal, Naxatilor transported us to the Throne;Original
1151002;Room in the Royal City. There was no time to stand in awe at the beauty we had so longed to see, as the Seer led us to the Armory, where he advised us to don any armor that would fit;Original
1151003;us in preparation of battle. The ten of us donned haphazard, mismatching armor, and chose weapons for close combat.  I remember, in that last moment before we left, Naxatilor;Original
1151004;turned and looked over our motley crew, nodding his head in approval. He then proceeded to explain his plan for battling the Defiler. He was confident that our magic would be;Original
1151005;potent against the minor demons in the army, but he was unsure about the Defiler himself. He believed that the Defiler protected his body with a tightly woven shield of;Original
1151006;corruption and Void energy, and breaking that shield may not be possible.  Thus, he offered his ultimate plan:  if we found that we were unable to wound the Void general, we were to;Modified
1151007;combine our powers and encase him in the same protective field that we used to protect newly created eggs.  When an egg is manifested, it is fragile;Modified
1151008;to weave a protective barrier around it that is full of nurturing energy. It fosters health and strength, nurturing the egg until it is ready to hatch. Naxatilor explained that we;Original
1151009;simply must alter our intent when we weave the barrier, turning the field into a prison rather than a nurturing shield. He believed that, with our powers combined, we could;Modified
1151010;indefinitely imprison the beast, removing him from battle. It would not be a permanent solution, but something that would buy us more time to hone our powers and prepare;Original
1151011;ourselves to face him again eventually. The next few hours were a blur. The Defiler’s army had breached the gates to the Royal City and had begun wreaking havoc in destruction in their;Modified
1151012;and uncorrupted, for countless millennia. Though I had never walked its streets, I knew what it symbolized.  That rage fueled my powers, and the daemons fell before;Original
1151013;me. My sisters and I were like a force of nature, cutting through the daemonic forces like a furious storm. Naxatilor had been correct;Modified
1151014;fueling our magic, we were lethal to the Void. I remember fighting alongside the males of our army, and watching the respect and awe on their faces as my sisters and I slew;Modified
1151015;these vicious beasts almost instantly.  But, despite the fact that we knew our powers were lethal to the Void, it still seemed to easy. Though the army had breached the Royal City, it was;Modified
1151016;small in number. It was then that the news came which confirmed my suspicions.  The attack on the Royal City had been a distraction tactic. The Defiler had launched;Modified
1151017;an assault on the Athenaeum Isle, and it was now swarming with the bulk of his army.;Modified
1151018;Entry VI - The Cost of Victory;Original
1151019;Naxatilor cursed and immediately opened a portal to take us back to the Isle.  As we stepped through and returned to the Isle, we all let out a cry of horror. I remember falling to;Modified
1151020;my knees, tears welling up in my eyes.Fire raged across the complex, and the daemons swarmed the area.  The Breeding Hall looked as if it were the first to have been;Modified
1151021;assaulted;Modified
1151022;before they ever had a chance to live.  It was a grisly sight which, to this day, hurts me to recall. We tore through the complex with a fury unmatched, killing every daemon that;Modified
1151023;crossed our paths. Our emotion only added fuel to our power, increasing its potency. Soon, the ground was littered with the corpses of our enemies. It was then that the Defiler;Modified
1151024;finally showed himself and the final battle began. At first, we were confident, because we were able to damage him slightly. He was so used to being invulnerable that,;Modified
1151025;when my first bolt of energy hit him, he recoiled in shock when it damaged the shield that guarded his body.  We immediately began assaulting him endlessly but, despite;Original
1151026;being able to damage his shield, we could not destroy it. We fought relentlessly and honorably, and eventually found ourselves at the northern end of the isle. His attacks were;Modified
1151027;vicious, and we were unable to get to a point where we could begin to weave the prison that Naxatilor had instructed.  Then, the moment finally came, but at a great cost.  Rhista and I had;Modified
1151028;been separated from the other mothers during the battle, so the Defiler was between us. It was a decision made in the heat of battle, confirmed with a gaze between myself and;Modified
1151029;my sisters. They managed to distract the Defiler with their attacks, and Rhista and I immediately began weaving the prison around him. He caught on too late;Modified
1151030;forming his movements became sluggish, weighed down by the magic. Raising his arm, he uttered words we did not understand…and Rhista was instantly teleported into his;Modified
1151031;grasp. Just as the spell was completing, hardening around him, he had my daughter in his hand. The tendrils of the spell started to extend towards her, writhing up his arm;Modified
1151032;and curling around her.  In horror, I watched as my daughter was bound in the prison alongside the foul daemon. She raised her eyes to me one last time, tears;Modified
1151033;running down her face. She reached out a hand to me, and said her last word to me:  “Mother.”;Original
1151034;Entry VII - From Warrior to Queen;Original
1151035;Thus, we returned to the Royal City, triumphant, with heavy hearts. I was in a haze.  My entire life had been turned upside down, and I had lost the only family I had ever;Modified
1151036;known. My home was destroyed. I did not know what to do or where to go. I remember as we arrived at the gates of the city, I was practically being carried by Naxatilor,;Modified
1151037;his arm around me. All of my energy had fled from my body with the end of the war.  In that moment, Naxatilor whispered in my ear that I needed to gather my strength and stand;Modified
1151038;tall. I needed to show strength, for the people were looking to me for guidance. I was confused, but I summoned what little energy I had left and stood on my own. The Seer took my;Modified
1151039;hand, and raised it with his above our heads.  The words he uttered next sealed my fate.  Calling for the crowd to quiet, Naxatilor the Seer issued a decree to all:  “Behold your savior,;Modified
1151040;and your protector. In our darkest hour, she came to our aid.  Forged in the heat of battle, I hereby declare your new liege:  Zhah, the Gargoyle Queen.”;Modified
1151041;There was shock and surprise on all of their faces but it was immediately replaced by a wave of acceptance when they cried out in unison: “All hail our liege and savior,;Modified
1151042;Queen Zhah!!”;Original
1151043;Entry VIII - Into the Light;Original
1151044;Thus, tradition be damned, the Gargoyle people accepted a female as their leader.  I ascended to the throne and swore to them all that I would guide them, protect;Modified
1151045;them, and push back the Void. It was agreed that the Challenge rite would be abolished;Modified
1151046;I led my people out of the dark and into a bright future. I declared that males and females would be treated equally;Modified
1151047;had survived the Isle’s attack, I taught the power of creation magic to males of the race. In return, females were free to choose their own path, no longer bound by the limited;Modified
1151048;and narrow traditions that had led to our almost complete annihilation.The Royal City was rebuilt, stronger and more beautiful, and a period of peace existed for numerous;Modified
1151049;years. A powerful blow had been dealt to the Void, and it took time for it to recover. We remained vigilant, knowing that the day would come when it would retaliate.;Modified
1151050;When that day finally came, my people were trained in the power that would put them on equal ground against the darkness. Male and female, standing together, my people;Modified
1151051;fought together and the Void was unable to increase its hold on Ter Mur.All of this time, I have continued to sharpen and hone my powers and research ways to increase my ability.  I;Modified
1151052;have devoured every text I can find that exists on magic of all schools, hoping to find a way to destroy the Defiler once and for all when he returns to plague the land. My studies have;Modified
1151053;taken me away from the kingdom for days, sometimes weeks, at a time, but I leave my kingdom in capable hands. My people are no longer the dependent, mindless slaves that they used;Modified
1151054;to be. Freed from the social captivity our caste system had inflicted upon them, they exist in freedom and harmony. I know that, should an attack come when I am away, they will not;Modified
1151055;lack for guidance;Modified
1151056;called me paranoid;Modified
1151057;daemon, and I know, with my daughter at my side once again, I will defeat him. In the past year, I have discovered a ritual that empowers any spell that is cast during its execution.;Modified
1151058;An ancient text revealed it to me, and I have been travelling the kingdom gathering the massive amount of spell components that the ritual requires. I believe, if I am able to;Modified
1151059;conduct this ritual, a cleansing spell will purge the Defiler of his protective shield.Then, I will eradicate the daemon for once and for all. Rhista will be at my side once again, and;Modified
1151060;we will lead our people to freedom.  One day, the Void will be defeated and Ter Mur will be whole. I am the Gargoyle Queen, and this I swear to you:  we will be free of the;Modified
1151061;darkness.;Modified
1151062;To his Grace the High Scholar,<br><br>I humbly request an audience with your Grace at your earliest convenience. I wish to discuss a matter of the utmost importance.;Original
1151063;Please send word when you have time to receive me.<br><br> - Shilaxrinar, High Broodmother;Original
1151064;To Her Holiness, the High Broodmother Shilaxrinar:<br><br>My Lady, I am humbly honored by your request to converse. I would receive you immediately;Modified
1151065;called away by his Majesty to attend him in the Royal City. I will be gone for some time;Modified
1151066;Prugyilonus,<br><br>Forgive the lack of titles;Modified
1151067;In truth, the assistance I require may only be brought to your attention. Please send word as soon as you have returned from the city so that we may speak. It is regarding Z.;Original
1151068;I would like you to meet with her and hopefully help dispel some of the rebelliousness I mentioned to you previously.<br><br>Shilaxrinar;Original
1151069;By order of Queen Zhah, access to the Athenaeum Isle is strictly forbidden.<BR><BR>All bridges are to be destroyed and all portals will be closed. Only those with the Queen’s direct order and dispensation may step foot on the isle.;Original
1151070;RECYCLE ME;Original
1151071;What once was a center of life, learning, and beauty now sits in ruin.<br><br>Let us never forget those who lost their lives to the Defiler’s malevolent machinations.;Original
1151072;All of our brothers and sisters, and our children that were never given their first breath, we will never forget you and your memory will live on in our hearts for eternity.;Original
1151073;Their deaths will not be in vain;Modified
